organization_id,organization_name,organization_type,region,industry,size_category,status,created_at
WHS-00050,"Ramsey, Hansen and Mendoza",warehouse,South,Textiles,Enterprise,active,2024-01-01
DST-00026,Gilbert-Bullock,distributor,Central,Chemicals,Medium,active,2024-01-01
WHS-00032,"Robinson, Shields and Brown",warehouse,North,Food_Beverage,Enterprise,active,2024-01-01
DST-00061,Mendez-Graham,distributor,West,Electronics,Large,active,2024-01-01
SUP-00059,Lee-Davis,supplier,Central,Pharmaceuticals,Large,active,2024-01-01
DST-00025,Blake Group,distributor,South,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00111,"Rodriguez, Allen and Martinez",distributor,North,Automotive,Medium,active,2024-01-01
RET-00007,"Adams, Hodge and Duke",retailer,North,Electronics,Large,active,2024-01-01
WHS-00098,Goodwin Ltd,warehouse,East,Textiles,Medium,active,2024-01-01
SUP-00253,Bailey-Cook,supplier,North,Pharmaceuticals,Large,active,2024-01-01
SUP-00022,"Watts, Robinson and Nguyen",supplier,South,Automotive,Large,active,2024-01-01
MFG-00014,Byrd-Le,manufacturer,North,Chemicals,Medium,active,2024-01-01
DST-00010,"Valentine, Joyce and Murray",distributor,Central,Textiles,Small,active,2024-01-01
SUP-00161,Brown-Wall,supplier,West,Textiles,Large,active,2024-01-01
SUP-00277,Cook-Hines,supplier,Central,Food_Beverage,Large,active,2024-01-01
RET-00106,Morse PLC,retailer,East,Textiles,Enterprise,active,2024-01-01
SUP-00192,"Wood, Hunter and Peterson",supplier,Central,Food_Beverage,Enterprise,active,2024-01-01
MFG-00086,Kane PLC,manufacturer,Central,Pharmaceuticals,Small,active,2024-01-01
LOG-00056,Perry-Nixon,logistics_provider,Central,Textiles,Large,active,2024-01-01
MFG-00114,Cook and Sons,manufacturer,North,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00042,Anderson-Bell,distributor,East,Automotive,Medium,active,2024-01-01
MFG-00044,Davis-Lewis,manufacturer,West,Pharmaceuticals,Large,active,2024-01-01
LOG-00020,Hardy PLC,logistics_provider,North,Textiles,Medium,active,2024-01-01
MFG-00009,"Phillips, Spence and Barrett",manufacturer,East,Food_Beverage,Enterprise,active,2024-01-01
WHS-00012,"Robinson, Jones and Henderson",warehouse,East,Textiles,Small,active,2024-01-01
SUP-00131,"Parker, Ortiz and Powell",supplier,Central,Chemicals,Medium,active,2024-01-01
WHS-00014,Andersen Group,warehouse,North,Automotive,Enterprise,active,2024-01-01
RET-00022,Kelley-Anderson,retailer,Central,Electronics,Small,active,2024-01-01
SUP-00100,Walsh LLC,supplier,Central,Textiles,Large,active,2024-01-01
MFG-00073,Reynolds Ltd,manufacturer,South,Textiles,Large,active,2024-01-01
SUP-00088,Anderson-Bailey,supplier,South,Food_Beverage,Small,active,2024-01-01
DST-00009,Mckee-Lee,distributor,East,Chemicals,Large,active,2024-01-01
MFG-00031,Reid Group,manufacturer,West,Electronics,Medium,active,2024-01-01
SUP-00215,"Washington, Hardy and Bray",supplier,East,Pharmaceuticals,Small,active,2024-01-01
DST-00017,Davis-Lozano,distributor,West,Electronics,Large,active,2024-01-01
SUP-00122,Johnson-Carlson,supplier,Central,Chemicals,Enterprise,active,2024-01-01
DST-00165,Gilbert PLC,distributor,South,Food_Beverage,Enterprise,active,2024-01-01
SUP-00021,Gray-Mayo,supplier,West,Chemicals,Large,active,2024-01-01
WHS-00051,Turner-Stout,warehouse,South,Chemicals,Medium,active,2024-01-01
SUP-00072,House-Glover,supplier,South,Textiles,Medium,active,2024-01-01
SUP-00107,"Wright, Garcia and Deleon",supplier,Central,Automotive,Medium,active,2024-01-01
SUP-00271,"Thomas, Lee and Greene",supplier,Central,Chemicals,Small,active,2024-01-01
RET-00011,"Morris, Wright and Bridges",retailer,Central,Pharmaceuticals,Medium,active,2024-01-01
MFG-00136,Cox LLC,manufacturer,West,Electronics,Small,active,2024-01-01
SUP-00103,"Mckee, Gardner and Davenport",supplier,South,Chemicals,Large,active,2024-01-01
